Second,Jitter,Loss,Bitrate
0.00,0.464,56.25%,26.1
10.00,0.453,56.29%,26.2
20.00,0.447,56.27%,26.2
30.00,0.452,56.27%,26.2
40.00,0.452,56.28%,26.2
50.00,0.447,58.50%,24.9
60.00,0.450,56.27%,26.2
70.00,0.444,56.27%,26.2
80.00,0.468,56.28%,26.2
90.00,0.458,56.27%,26.2
100.00,0.463,56.27%,26.2
110.00,0.461,56.27%,26.2
120.00,0.441,56.28%,26.2
130.00,0.457,56.27%,26.2
140.00,0.447,56.27%,26.2
150.00,0.482,56.27%,26.2
160.00,0.481,56.27%,26.2
170.00,0.466,56.27%,26.2
180.00,0.470,56.27%,26.2
190.00,0.501,56.27%,26.2
200.00,0.469,56.27%,26.2
210.00,0.494,56.27%,26.2
220.00,0.501,56.27%,26.2
230.00,0.496,56.27%,26.2
240.00,0.471,56.27%,26.2
250.00,0.497,56.27%,26.2
260.00,0.489,56.29%,26.2
270.00,0.469,56.27%,26.2
280.00,0.444,56.27%,26.2
290.00,0.504,56.27%,26.2
300.00,0.481,56.00%,26.0
